idx,treatment_title,resp_title,sate,causal_effect,explanation
2829,Laura (1944),Excess Baggage (1997),0.19480255,0,"'Laura' is a 1940s noir, 'Excess Baggage' a 1990s teen comedy/romance. No genre, narrative, or strong audience overlap. No causal effect after confounder adjustment."
2830,City Slickers II: The Legend of Curly's Gold (1994),Jaws (1975),0.7258454,0,"One is a fish-out-of-water comedy sequel, the other a thriller classic. No franchise, actor, or genre continuity, so watching one does not causally affect watching the other."
2831,Wyatt Earp (1994),FairyTale: A True Story (1997),-0.14704272,0,"'Wyatt Earp' is a historical western, 'FairyTale' is a family fantasy drama. Different genres and target audiences mean no meaningful direct causal link between viewing."
2832,Delicatessen (1991),Escape from L.A. (1996),0.39169115,-4,"The two films are unrelated in genre, tone, and audience: 'Delicatessen' is a French dystopian black comedy, while 'Escape from L.A.' is an American action sequel. Watching the quirky and tonally unique 'Delicatessen' may reduce interest in the campy action of 'Escape from L.A.', especially since audiences seeking artistic or surreal cinema may be less inclined to pursue a Hollywood sequel/action film, holding confounders constant."
2833,Night of the Living Dead (1968),First Kid (1996),-0.14704087,-6,"'Night of the Living Dead' is a seminal horror film, while 'First Kid' is a family-friendly kids’ comedy. Audiences for serious horror rarely transition directly to children's comedies, and experiencing an intense horror film is likely to make someone less interested in 'First Kid', even accounting for baseline preferences and genre confounders."
2834,"Assignment, The (1997)","Brothers McMullen, The (1995)",0.725814,-4,"'The Assignment' is an espionage thriller, while 'The Brothers McMullen' is an indie family drama/comedy. The lack of narrative or genre connection and contrasting tones make watching the former slightly reduce the likelihood of watching the latter, after accounting for underlying drama/thriller preferences."
2835,Home Alone 3 (1997),Murder at 1600 (1997),0.045727354,-5,"'Home Alone 3' is a children's comedy caper, whereas 'Murder at 1600' is a political thriller. Their audiences rarely overlap, and interest in a family comedy could reduce the drive to watch an adult-oriented thriller, all else equal."
2836,Candyman: Farewell to the Flesh (1995),Cold Comfort Farm (1995),0.7257694,-5,"'Candyman: Farewell to the Flesh' is a horror sequel, while 'Cold Comfort Farm' is a British satirical comedy. Watching a horror sequel could lessen interest in a whimsical British comedy as the viewing motivations and mood are not complementary. The causal effect is moderately negative, even after factoring in general interest in mid-90s films."
2837,"Man Who Would Be King, The (1975)",Timecop (1994),0.05261657,-3,"These films differ in era, style, and substance: the first is a classic period adventure, the second a sci-fi action vehicle. Watching a thoughtful adventure epic is unlikely to encourage seeking out a 90s sci-fi action flick, possibly discouraging interest due to contrasting tastes."
2838,"Wild Bunch, The (1969)",First Kid (1996),-0.14704087,-7,"'The Wild Bunch' is a violent, gritty Western, and 'First Kid' is a light children's comedy. The stark contrast of genre, tone, and audience means enjoying the former can actively discourage watching the latter, even after accounting for genre confounding."
2839,My Life as a Dog (Mitt liv som hund) (1985),First Kid (1996),-0.14704087,-5,"'My Life as a Dog' is a Swedish coming-of-age drama, while 'First Kid' is an American comedy. Despite both involving young protagonists, the tone, maturity, and expected audience differ, so watching the former (a critically acclaimed drama) tends to causally reduce interest in the latter (a lightweight children’s comedy), accounting for confounders."
2840,"Baby-Sitters Club, The (1995)",Cold Comfort Farm (1995),0.7257694,-2,"Both films cater to different audiences—one aimed at children/pre-teens, the other a satirical period comedy for adults. Watching a tween-focused film has a mild negative effect on seeking out an adult British satire, adjusting for year of release."
2841,Batman (1989),Exit to Eden (1994),0.14958332,-2,"'Batman' is a major superhero action film, 'Exit to Eden' is an erotic comedy. Their audiences are quite distinct, so watching 'Batman' gives only a small, negative causal effect on interest in 'Exit to Eden', since the genres and target demographics rarely overlap."
2842,"House of the Spirits, The (1993)","Prophecy, The (1995)",0.23495251,-2,"'House of the Spirits' is a family saga drama; 'The Prophecy' is a supernatural thriller. No narrative connection and divergent genres yield a mild negative effect—drama audiences are less likely to watch supernatural thrillers, after accounting for confounders."
2843,Restoration (1995),Sabrina (1954),0.72574854,-1,"'Restoration' is a historical drama, 'Sabrina' is a classic romantic comedy. Both skew towards adult audiences, and while they differ, watching a historical drama only slightly reduces interest in a classic rom-com, mainly via genre taste filtering."
2844,"Princess Bride, The (1987)",First Kid (1996),-0.14704087,-3,"Both are family movies, but 'The Princess Bride' is a beloved fairy tale parody appealing to wide age groups, while 'First Kid' is a more limited children's comedy. Watching the universally acclaimed 'Princess Bride' may dampen interest in a generic kids’ comedy, after controlling for confounders."
2845,"Close Shave, A (1995)",Little Odessa (1994),0.7255679,-3,"'A Close Shave' is a stop-motion short for all ages, while 'Little Odessa' is a bleak crime drama. The tonal and genre differences mean that watching 'A Close Shave' likely reduces interest in 'Little Odessa'."
2846,Nikita (La Femme Nikita) (1990),Everyone Says I Love You (1996),-0.009132034,-4,"'La Femme Nikita' is a dark action thriller, and 'Everyone Says I Love You' is a Woody Allen musical romantic comedy. The audiences are quite distinct, with little narrative or genre overlap. Watching a dark thriller is causally likely to deter immediate interest in a whimsical musical comedy."
2847,Career Girls (1997),Mission: Impossible (1996),-0.14702314,-3,"'Career Girls' is a relationship drama, 'Mission: Impossible' is a mainstream action/spy blockbuster. The genres and narrative styles diverge significantly, with drama viewers less likely to move directly to big-budget action."
2848,Breakfast at Tiffany's (1961),"Promesse, La (1996)",0.7255448,-2,"'Breakfast at Tiffany's' is a classic romantic comedy, while 'La Promesse' is a Belgian social realist drama. Though both are critically acclaimed, their genres and tones differ, leading to a modestly negative causal effect after accounting for cinephile overlap."
2849,Everyone Says I Love You (1996),Lost in Space (1998),-0.14699793,-4,"A Woody Allen musical and a family sci-fi adventure are highly dissimilar. The genre gap causally suppresses transition from the former to latter, even though both are 90s films."
2850,Trainspotting (1996),Akira (1988),0.2145006,0,"'Trainspotting' is a British drug drama, 'Akira' is a Japanese animated cyberpunk. Both have cult followings and draw in adventurous viewers, but there’s no strong causal effect in either direction beyond the base level of genre-crossing cinephilia."
2851,"Remains of the Day, The (1993)",Lost in Space (1998),-0.14699793,-4,"'Remains of the Day' is a period drama, 'Lost in Space' is a family sci-fi action film. The major genre and audience mismatch results in a moderate negative causal effect on the likelihood of watching 'Lost in Space' after 'Remains of the Day'."
2852,Cliffhanger (1993),"Godfather, The (1972)",0.042797357,-2,"'Cliffhanger' is an action thriller, 'The Godfather' is a prestige crime film. Viewers of intense mainstream action may be only slightly less likely to watch a slow-burning classic gangster drama, accounting for the generally high popularity of 'The Godfather'."
2853,Miami Rhapsody (1995),Lost in Space (1998),0.7253519,-3,"'Miami Rhapsody' is a romantic comedy, 'Lost in Space' is a family sci-fi adventure. The genres and core audiences diverge considerably, causing a moderate negative causal effect."
2854,"Manchurian Candidate, The (1962)",Microcosmos: Le peuple de l'herbe (1996),0.7253479,-2,"'The Manchurian Candidate' is a political thriller, while 'Microcosmos' is a documentary about insects. These films have very different intended audiences and purposes; watching a gripping, plot-driven thriller causally reduces interest in a nature documentary, controlling for documentary-loving cinephiles."
2855,Nosferatu a Venezia (1986),Chinatown (1974),0.14897057,0,"'Nosferatu a Venezia' is an Italian horror/fantasy, 'Chinatown' is a detective noir. While both are dark in tone, they don’t share narrative or genre dependencies, and thus there is no significant causal effect beyond possible general preference for offbeat films."
2856,"Clockwork Orange, A (1971)",First Kid (1996),-0.14695121,-8,"'A Clockwork Orange' is a disturbing, adult satirical dystopia, while 'First Kid' is a lightweight family comedy. Viewing the former is highly likely to causally discourage interest in the latter, since the themes, tone, and intended audiences are nearly mutually exclusive."
